year,numOut,numExecs,numVCs,startupHadFinancing,financingRoundNumer,cik1,cik2,cik3,cik4
2014,0,2,1,1,1,1623932,,,
2015,1,2,1,0,,1623932,,,
2016,1,2,1,0,,1623932,,,
2017,1,3,2,1,2,1623932,,,
2016,0,2,0,1,1,1624016,,,
2017,0,2,1,1,2,1624016,,,
2015,1,1,2,1,1,1624081,,,
2016,1,1,2,0,,1624081,,,
2017,1,1,2,0,,1624081,,,
2015,0,1,0,1,1,1624116,,,
2016,0,1,0,0,,1624116,,,
2017,1,2,0,1,2,1624116,,,
2014,0,2,0,1,1,1624285,,,
2015,0,2,0,0,,1624285,,,
2016,0,2,0,0,,1624285,,,
2014,0,3,1,1,1,1624287,,,
2015,2,2,1,1,2,1624287,,,
2016,2,2,2,1,3,1624287,,,
2017,2,2,3,1,4,1624287,,,
2014,0,0,3,1,1,1624330,,,
2015,0,0,3,0,,1624330,,,
2016,0,1,4,0,,1624330,,,
2017,1,2,3,1,2,1624330,,,
2014,0,2,1,1,1,1624342,,,
2015,2,2,2,1,2,1624342,,,
2016,2,2,2,0,,1624342,,,
2017,2,2,2,1,3,1624342,,,
2014,0,1,0,1,1,1624344,,,
2015,0,1,0,0,,1624344,,,
2016,0,1,0,0,,1624344,,,
2016,0,2,0,1,1,1624412,,,
2017,0,2,0,0,,1624412,,,
2014,3,1,0,1,1,1624499,,,
2015,3,1,0,0,,1624499,,,
2016,3,1,0,1,2,1624499,,,
2017,3,1,0,0,,1624499,,,
2014,0,3,0,1,1,1624541,,,
2015,0,3,0,0,,1624541,,,
2016,0,3,0,0,,1624541,,,
2014,0,4,1,1,1,1624569,,,
2015,0,4,1,0,,1624569,,,
2016,0,4,1,0,,1624569,,,
2017,0,4,0,1,2,1624569,,,
2015,0,2,1,1,1,1624752,,,
2016,0,2,1,0,,1624752,,,
2017,0,2,1,0,,1624752,,,
2014,0,2,0,1,1,1624772,,,
2015,0,2,0,0,,1624772,,,
2016,1,2,2,1,2,1624772,,,
2017,0,2,2,0,,1624772,,,
2014,1,2,3,1,1,1624874,,,
2015,1,2,3,0,,1624874,,,
2016,1,2,3,0,,1624874,,,
2017,0,1,0,1,1,1624963,,,
2014,0,2,1,1,1,1624981,,,
2015,0,2,1,0,,1624981,,,
2016,1,2,1,1,2,1624981,,,
2017,1,2,1,0,,1624981,,,
2016,0,2,0,1,1,1625007,,,
2017,1,2,0,1,2,1625007,,,
2014,0,2,1,1,1,1625012,,,
2015,0,2,1,1,2,1625012,,,
2016,0,2,1,0,,1625012,,,
2017,0,2,1,1,3,1625012,,,
2014,1,1,1,1,1,1625051,,,
2015,1,1,1,0,,1625051,,,
2016,1,1,1,0,,1625051,,,
2017,1,1,1,1,2,1625051,,,
2014,0,3,2,1,1,1625105,,,
2015,0,3,2,0,,1625105,,,
2016,0,3,3,1,2,1625105,,,
2017,0,3,3,0,,1625105,,,
2015,0,2,0,1,1,1625109,,,
2016,0,3,0,0,,1625109,,,
2017,0,3,0,0,,1625109,,,
2015,1,1,1,1,1,1625129,,,
2016,1,1,1,1,2,1625129,,,
2017,1,1,1,0,,1625129,,,
2016,0,2,0,1,1,1625149,,,
2017,0,2,0,0,,1625149,,,
2015,0,2,0,1,1,1625212,,,
2016,0,2,0,0,,1625212,,,
2017,0,2,1,1,2,1625212,,,
2015,0,1,0,1,1,1625230,,,
2016,1,1,2,1,2,1625230,,,
2017,1,1,2,0,,1625230,,,
2015,0,1,2,1,1,1625278,,,
2016,0,1,2,0,,1625278,,,
2017,0,1,2,0,,1625278,,,
2014,1,1,0,1,1,1625342,,,
2015,2,1,0,1,2,1625342,,,
2016,4,1,0,0,,1625342,,,
2017,4,1,0,1,3,1625342,,,
2014,0,2,1,1,1,1625602,,,
2015,1,2,2,0,,1625602,,,
2016,1,2,1,0,,1625602,,,
2015,0,3,1,1,1,1625619,,,
2016,0,1,1,1,2,1625619,,,
2017,0,1,1,0,,1625619,,,
2014,0,1,2,1,1,1625641,,,
2015,0,1,2,0,,1625641,,,
2016,0,1,3,1,2,1625641,,,
2017,0,1,3,0,,1625641,,,
2015,0,2,0,1,1,1625681,,,
2016,0,2,0,0,,1625681,,,
2017,0,2,0,1,2,1625681,,,
2014,0,1,4,1,1,1625784,,,
2015,0,1,4,0,,1625784,,,
2016,0,1,4,1,2,1625784,,,
2017,0,1,4,0,,1625784,,,
2017,0,2,2,1,1,1625892,,,
2014,3,2,0,1,1,1625924,,,
2015,3,2,0,0,,1625924,,,
2016,3,2,0,0,,1625924,,,
2017,3,2,0,0,,1625924,,,
2014,0,2,0,1,1,1625942,,,
2015,0,2,0,0,,1625942,,,
2016,0,2,1,1,2,1625942,,,
2017,0,2,1,1,3,1625942,,,
2014,0,1,0,1,1,1626044,,,
2015,0,1,0,0,,1626044,,,
2016,0,1,2,1,2,1626044,,,
2017,0,2,2,0,,1626044,,,
2014,0,2,0,1,1,1626148,,,
2015,0,2,0,0,,1626148,,,
2016,0,2,0,0,,1626148,,,
2015,0,2,1,1,1,1626157,,,
2016,1,2,1,0,,1626157,,,
2017,2,2,1,0,,1626157,,,
2014,0,1,2,1,1,1626159,,,
2015,0,1,3,1,2,1626159,,,
2016,0,1,3,0,,1626159,,,
2017,0,1,4,1,3,1626159,,,
2014,1,1,1,1,1,1626160,,,
2015,2,1,0,1,2,1626160,,,
2016,2,1,0,1,3,1626160,,,
2017,2,1,0,0,,1626160,,,
2014,0,1,1,1,1,1626252,,,
2015,0,1,1,0,,1626252,,,
2016,0,1,1,0,,1626252,,,
2015,0,2,1,1,1,1626289,,,
2016,0,2,1,0,,1626289,,,
2017,0,2,1,0,,1626289,,,
2014,1,1,2,1,1,1626336,,,
2015,1,1,2,0,,1626336,,,
2016,1,1,2,0,,1626336,,,
2017,1,1,4,1,2,1626336,,,
2015,2,1,5,1,1,1626547,,,
2016,2,1,4,0,,1626547,,,
2017,2,1,4,0,,1626547,,,
2016,2,3,5,1,1,1626569,,,
2017,1,2,3,0,,1626569,,,
2017,1,2,2,1,1,1626598,,,
2014,0,2,1,1,1,1626650,,,
2015,0,3,0,1,2,1626650,,,
2016,0,3,0,0,,1626650,,,
2017,0,3,0,1,3,1626650,,,
2017,1,2,1,1,1,1626689,,,
2015,0,2,1,1,1,1626756,,,
2016,0,2,3,1,2,1626756,,,
2017,0,2,3,0,,1626756,,,
2015,0,0,0,1,1,1626801,,,
2016,0,0,0,0,,1626801,,,
2017,2,1,2,1,2,1626801,,,
2014,0,1,1,1,1,1626846,,,
2015,0,1,1,0,,1626846,,,
2016,0,1,2,1,2,1626846,,,
2017,0,1,2,0,,1626846,,,
2014,0,1,2,1,1,1626971,,,
2015,0,1,4,1,2,1626971,,,
2016,0,1,0,0,,1626971,,,
2014,0,2,0,1,1,1627072,,,
2015,0,2,0,0,,1627072,,,
2016,0,2,1,0,,1627072,,,
2017,0,2,1,1,2,1627072,,,
2017,3,2,0,1,1,1627078,,,
2015,0,2,2,1,1,1627080,,,
2016,0,1,3,1,2,1627080,,,
2017,0,1,3,0,,1627080,,,
2016,1,2,0,1,1,1627113,,,
2017,1,2,0,0,,1627113,,,
2014,0,2,2,1,1,1627148,,,
2015,0,2,2,0,,1627148,,,
2016,1,2,3,1,2,1627148,,,
2017,1,2,3,0,,1627148,,,
2015,2,1,0,1,1,1627174,,,
2016,3,1,0,1,2,1627174,,,
2017,2,1,0,0,,1627174,,,
2014,0,1,4,1,1,1627187,,,
2015,0,1,4,0,,1627187,,,
2016,1,1,4,1,2,1627187,,,
2017,1,1,3,1,3,1627187,,,
2014,0,1,2,1,1,1627189,,,
2015,0,1,2,0,,1627189,,,
2016,0,1,2,0,,1627189,,,
2015,0,1,1,1,1,1627250,,,
2016,0,1,1,1,2,1627250,,,
2017,0,1,1,1,3,1627250,,,
2014,0,1,0,1,1,1627254,,,
2015,0,1,0,0,,1627254,,,
2016,0,1,0,0,,1627254,,,
2014,0,2,2,1,1,1627256,,,
2015,0,2,2,0,,1627256,,,
2016,0,2,3,1,2,1627256,,,
2017,0,2,3,0,,1627256,,,
2014,0,2,0,1,1,1627265,,,
2015,0,2,0,0,,1627265,,,
2016,0,2,0,0,,1627265,,,
2015,0,1,0,1,1,1627271,,,
2016,0,1,0,0,,1627271,,,
2017,0,1,0,0,,1627271,,,
2014,0,2,1,1,1,1627375,,,
2015,0,2,1,0,,1627375,,,
2016,1,2,1,1,2,1627375,,,
2017,1,2,1,0,,1627375,,,
2013,0,2,0,1,1,1627435,,,
2014,0,2,0,0,,1627435,,,
2015,0,2,0,0,,1627435,,,
2014,0,3,2,1,1,1627518,,,
2015,0,3,2,0,,1627518,,,
2016,0,3,2,0,,1627518,,,
2017,0,3,1,0,,1627518,,,
2014,0,1,1,1,1,1627520,,,
2015,0,1,1,0,,1627520,,,
2016,0,1,1,1,2,1627520,,,
2017,0,1,0,0,,1627520,,,
2014,0,1,0,1,1,1627558,,,
2015,0,1,0,0,,1627558,,,
2016,0,1,0,0,,1627558,,,
2016,0,2,0,1,1,1627616,,,
2017,0,2,0,0,,1627616,,,
2014,0,2,1,1,1,1627763,,,
2015,0,2,1,0,,1627763,,,
2016,0,2,1,0,,1627763,,,
2016,1,3,0,1,1,1627808,,,
2017,1,3,0,0,,1627808,,,
2014,0,1,1,1,1,1627840,,,
2015,0,1,1,0,,1627840,,,
2016,0,1,1,1,2,1627840,,,
2017,0,1,0,0,,1627840,,,
2015,0,2,2,1,1,1627902,,,
2016,0,2,2,0,,1627902,,,
2017,0,2,3,1,2,1627902,,,
2014,0,2,0,1,1,1627907,,,
2015,0,2,0,0,,1627907,,,
2016,0,2,1,0,,1627907,,,
2017,0,2,1,0,,1627907,,,
2015,0,3,3,1,1,1627923,,,
2016,0,2,2,0,,1627923,,,
2017,0,2,3,1,2,1627923,,,
2017,0,2,2,1,1,1627997,,,
2014,0,2,0,1,1,1628083,,,
2015,0,2,0,0,,1628083,,,
2016,0,2,1,1,2,1628083,,,
2017,0,2,2,1,3,1628083,,,
2015,1,1,3,1,1,1628171,,,
2016,1,1,2,1,2,1628171,,,
2017,1,1,2,0,,1628171,,,
2015,0,0,0,1,1,1628196,,,
2016,0,1,0,0,,1628196,,,
2017,0,1,0,1,2,1628196,,,
2014,0,2,0,1,1,1628303,,,
2015,0,2,0,0,,1628303,,,
2016,0,2,0,0,,1628303,,,
2014,1,1,0,1,1,1628441,,,
2015,1,1,0,0,,1628441,,,
2016,1,1,0,1,2,1628441,,,
2017,1,1,0,0,,1628441,,,
2014,0,2,2,1,1,1628599,,,
2015,0,2,2,0,,1628599,,,
2016,0,2,2,0,,1628599,,,
2017,0,2,2,0,,1628599,,,
2015,1,3,0,1,1,1628740,,,
2016,1,3,0,0,,1628740,,,
2017,1,3,0,0,,1628740,,,
2014,0,1,2,1,1,1628751,,,
2015,0,1,2,0,,1628751,,,
2016,0,1,2,0,,1628751,,,
2017,1,1,3,1,2,1628751,,,
2014,0,3,0,1,1,1628787,,,
2015,1,3,0,0,,1628787,,,
2016,1,1,1,1,2,1628787,,,
2017,1,1,1,0,,1628787,,,
2014,1,1,1,1,1,1628848,,,
2015,1,1,1,0,,1628848,,,
2016,2,1,1,1,2,1628848,,,
2017,3,1,1,0,,1628848,,,
2016,2,1,1,1,1,1628853,,,
2017,2,1,1,0,,1628853,,,
2014,0,2,1,1,1,1628909,,,
2015,0,2,1,0,,1628909,,,
2016,0,2,2,1,2,1628909,,,
2017,0,2,2,0,,1628909,,,
2014,1,1,0,1,1,1628918,,,
2015,1,1,0,0,,1628918,,,
2016,1,1,0,0,,1628918,,,
2014,0,1,2,1,1,1628945,,,
2015,0,1,3,1,2,1628945,,,
2016,0,1,3,0,,1628945,,,
2017,0,1,3,0,,1628945,,,
2014,0,1,0,1,1,1628953,,,
2015,0,1,0,1,2,1628953,,,
2016,0,1,0,0,,1628953,,,
2015,2,3,1,1,1,1629045,,,
2016,1,2,2,1,2,1629045,,,
2017,1,2,2,0,,1629045,,,
2013,0,2,2,1,1,1629153,,,
2014,0,2,2,1,2,1629153,,,
2015,0,2,0,0,,1629153,,,
2017,1,1,5,1,1,1629158,,,
2014,0,0,0,1,1,1629273,,,
2015,1,1,2,0,,1629273,,,
2016,1,1,4,1,2,1629273,,,
2017,1,1,4,0,,1629273,,,
2015,0,1,3,1,1,1629325,,,
2016,0,1,4,1,2,1629325,,,
2017,0,1,4,0,,1629325,,,
2014,0,2,0,1,1,1629388,,,
2015,0,2,0,0,,1629388,,,
2016,0,2,0,1,2,1629388,,,
2017,0,2,0,0,,1629388,,,
2014,0,0,0,1,1,1629422,,,
2015,1,2,1,1,2,1629422,,,
2016,1,2,1,0,,1629422,,,
2017,1,2,1,0,,1629422,,,
2015,0,2,0,1,1,1629533,,,
2016,0,2,0,1,2,1629533,,,
2017,0,2,0,0,,1629533,,,
2015,2,2,1,1,1,1629548,,,
2016,2,2,1,0,,1629548,,,
2017,3,1,0,1,2,1629548,,,
2014,2,0,0,1,1,1629549,,,
2015,4,2,1,0,,1629549,,,
2016,4,2,1,0,,1629549,,,
2015,1,3,0,1,1,1629564,,,
2016,1,3,0,0,,1629564,,,
2017,1,2,0,0,,1629564,,,
2014,0,2,1,1,1,1629570,,,
2015,0,2,1,0,,1629570,,,
2016,0,2,1,1,2,1629570,,,
2017,0,2,2,1,3,1629570,,,
2016,0,2,0,1,1,1629666,,,
2017,0,2,0,0,,1629666,,,
2017,0,2,1,1,1,1629681,,,
2015,0,2,0,1,1,1629683,,,
2016,0,2,0,0,,1629683,,,
2017,0,2,0,1,2,1629683,,,
2014,0,0,0,1,1,1629694,,,
2015,0,1,0,0,,1629694,,,
2016,0,2,1,1,2,1629694,,,
2017,0,2,1,0,,1629694,,,
2014,0,0,0,1,1,1629711,,,
2015,2,1,0,1,2,1629711,,,
2016,2,1,0,0,,1629711,,,
2017,2,1,0,0,,1629711,,,
2015,0,1,1,1,1,1629756,,,
2016,0,1,1,0,,1629756,,,
2017,1,2,2,1,2,1629756,,,
2014,0,2,0,1,1,1629892,,,
2015,0,2,0,1,2,1629892,,,
2016,0,2,0,0,,1629892,,,
2017,0,2,0,0,,1629892,,,
2015,0,2,2,1,1,1629926,,,
2016,0,2,2,0,,1629926,,,
2017,0,3,2,1,2,1629926,,,
2017,3,2,2,1,1,1630050,,,
2015,0,2,2,1,1,1630068,1475624,,
2016,0,2,2,1,2,1630068,1475624,,
2017,0,2,3,0,,1630068,1475624,,
2014,0,0,0,1,1,1630071,,,
2015,0,1,0,0,,1630071,,,
2016,0,1,0,0,,1630071,,,
2016,1,2,0,1,1,1630105,,,
2017,1,2,0,0,,1630105,,,
2016,2,3,1,1,1,1630106,,,
2017,2,3,1,0,,1630106,,,
2015,0,1,2,1,1,1630276,,,
2016,0,1,2,0,,1630276,,,
2017,0,1,2,0,,1630276,,,
2015,0,2,0,1,1,1630384,,,
2016,2,2,1,1,2,1630384,,,
2017,2,3,3,1,3,1630384,,,
2016,0,1,0,1,1,1630392,,,
2017,1,1,0,1,2,1630392,,,
2015,0,2,1,1,1,1630479,,,
2016,0,2,1,0,,1630479,,,
2017,0,2,1,0,,1630479,,,
2015,1,2,1,1,1,1630546,,,
2016,1,2,1,0,,1630546,,,
2017,1,2,1,1,2,1630546,,,
2015,0,1,2,1,1,1630575,,,
2016,0,1,2,0,,1630575,,,
2017,0,2,3,1,2,1630575,,,
2016,0,3,3,1,1,1630581,,,
2017,0,3,3,0,,1630581,,,
2015,2,3,1,1,1,1630631,,,
2016,2,3,3,1,2,1630631,,,
2017,2,3,6,1,3,1630631,,,
2017,1,2,2,1,1,1630786,,,
2014,0,0,0,1,1,1630860,,,
2015,1,1,1,1,2,1630860,,,
2016,1,1,2,1,3,1630860,,,
2017,1,1,2,0,,1630860,,,
2017,0,2,0,1,1,1630908,,,
2014,2,2,0,1,1,1630933,,,
2015,2,2,0,0,,1630933,,,
2016,1,2,1,1,2,1630933,,,
2017,1,2,2,1,3,1630933,,,
2015,0,2,0,1,1,1630971,,,
2016,0,2,0,1,2,1630971,,,
2017,0,2,0,0,,1630971,,,
2015,2,2,1,1,1,1631270,,,
2016,2,2,1,0,,1631270,,,
2017,2,2,1,0,,1631270,,,
2017,1,1,2,1,1,1631461,,,
2016,1,1,0,1,1,1631927,,,
2017,1,1,0,0,,1631927,,,
2015,0,5,0,1,1,1632083,,,
2016,0,2,2,1,2,1632083,,,
2017,0,2,2,1,3,1632083,,,
2015,1,1,3,1,1,1632116,,,
2016,1,1,3,0,,1632116,,,
2017,1,1,3,0,,1632116,,,
2015,2,1,0,1,1,1632304,,,
2016,2,1,0,0,,1632304,,,
2017,3,2,0,1,2,1632304,,,
2015,1,1,1,1,1,1632325,,,
2016,1,1,1,0,,1632325,,,
2017,1,1,1,1,2,1632325,,,
2015,0,1,0,1,1,1632447,,,
2016,0,1,1,0,,1632447,,,
2017,0,1,1,1,2,1632447,,,
2015,0,3,0,1,1,1632676,,,
2016,0,3,0,0,,1632676,,,
2017,0,2,2,1,2,1632676,,,
2017,0,1,0,1,1,1632751,,,
2015,0,2,0,1,1,1632769,,,
2016,0,2,0,0,,1632769,,,
2017,0,2,0,0,,1632769,,,
2016,0,2,1,1,1,1632773,,,
2017,0,2,2,1,2,1632773,,,
2015,0,2,0,1,1,1632776,,,
2016,0,2,0,0,,1632776,,,
2015,0,2,0,1,1,1632809,,,
2016,0,2,0,0,,1632809,,,
2017,0,2,0,0,,1632809,,,
2015,1,1,1,1,1,1632820,,,
2016,1,1,1,1,2,1632820,,,
2017,1,1,1,0,,1632820,,,
2015,2,2,1,1,1,1632910,,,
2016,2,1,2,1,2,1632910,,,
2017,2,1,2,1,3,1632910,,,
2015,0,1,0,1,1,1632941,,,
2016,1,2,0,1,2,1632941,,,
2017,1,2,0,0,,1632941,,,
2015,0,3,0,1,1,1632952,,,
2016,0,3,0,0,,1632952,,,
2017,2,2,1,1,2,1632952,,,
2017,2,2,0,1,1,1632969,,,
2015,0,1,1,1,1,1632983,,,
2016,0,1,1,0,,1632983,,,
2017,0,1,1,1,2,1632983,,,
2015,0,4,0,1,1,1632992,,,
2016,0,4,1,1,2,1632992,,,
2017,0,4,1,1,3,1632992,,,
2015,0,2,0,1,1,1633072,,,
2016,0,2,0,0,,1633072,,,
2017,0,2,0,0,,1633072,,,
2015,0,1,1,1,1,1633126,,,
2016,0,0,0,0,,1633126,,,
2017,0,0,0,0,,1633126,,,
2015,0,2,0,1,1,1633127,,,
2016,0,2,0,0,,1633127,,,
2017,0,2,0,0,,1633127,,,
2015,0,2,0,1,1,1633178,,,
2016,0,2,1,1,2,1633178,,,
2017,0,2,1,0,,1633178,,,
2015,0,2,1,1,1,1633187,,,
2016,0,2,1,1,2,1633187,,,
2017,1,2,2,1,3,1633187,,,
2015,0,2,0,1,1,1633201,,,
2016,0,2,0,0,,1633201,,,
2017,0,2,0,0,,1633201,,,
2015,2,3,1,1,1,1633381,,,
2016,3,3,2,1,2,1633381,,,
2017,3,2,2,1,3,1633381,,,
2015,0,4,3,1,1,1633540,,,
2016,0,2,3,0,,1633540,,,
2017,0,2,3,0,,1633540,,,
2017,0,1,0,1,1,1633574,,,
2015,0,1,0,1,1,1633617,,,
2016,0,1,0,0,,1633617,,,
2017,0,1,0,0,,1633617,,,
2015,1,1,3,1,1,1633723,,,
2016,1,1,3,1,2,1633723,,,
2017,1,1,4,1,3,1633723,,,
2015,2,2,4,1,1,1633985,,,
2016,2,1,4,0,,1633985,,,
2017,2,1,5,1,2,1633985,,,
2015,2,1,2,1,1,1634025,,,
2016,1,1,1,1,2,1634025,,,
2017,1,1,1,0,,1634025,,,
2016,2,1,0,1,1,1634039,,,
2017,2,1,0,0,,1634039,,,
2015,0,2,2,1,1,1634075,,,
2016,0,2,2,0,,1634075,,,
2017,0,2,2,0,,1634075,,,
2017,0,1,2,1,1,1634122,,,
2015,0,2,2,1,1,1634223,,,
2016,0,2,2,0,,1634223,,,
2017,0,2,2,0,,1634223,,,
2015,0,1,0,1,1,1634253,,,
2016,0,1,0,0,,1634253,,,
2017,0,1,0,1,2,1634253,,,
2015,2,2,2,1,1,1634332,,,
2016,2,1,2,1,2,1634332,,,
2017,2,1,3,1,3,1634332,,,
2015,0,2,3,1,1,1634379,,,
2016,0,2,3,0,,1634379,,,
2017,0,2,4,1,2,1634379,,,
2014,0,0,0,1,1,1634438,,,
2015,0,1,1,1,2,1634438,,,
2016,0,1,1,0,,1634438,,,
2017,0,1,1,1,3,1634438,,,
2015,0,1,1,1,1,1634536,,,
2016,0,1,1,0,,1634536,,,
2017,0,1,1,1,2,1634536,,,
2015,0,2,1,1,1,1634552,,,
2016,0,2,1,0,,1634552,,,
2017,0,2,1,0,,1634552,,,
2016,0,3,0,1,1,1634559,,,
2017,0,3,0,0,,1634559,,,
2017,1,1,4,1,1,1634563,,,
2015,0,3,1,1,1,1634663,,,
2016,0,3,1,0,,1634663,,,
2016,0,2,0,1,1,1634744,,,
2017,0,2,0,0,,1634744,,,
2015,1,3,1,1,1,1634758,,,
2016,1,3,1,0,,1634758,,,
2017,1,3,1,0,,1634758,,,
2015,2,2,2,1,1,1634784,,,
2016,2,2,2,1,2,1634784,,,
2017,2,2,2,0,,1634784,,,
2017,1,2,0,1,1,1634873,,,
2015,0,1,2,1,1,1634957,,,
2016,0,1,2,0,,1634957,,,
2017,0,1,2,0,,1634957,,,
2015,0,1,0,1,1,1634984,,,
2016,0,1,0,0,,1634984,,,
2017,0,1,0,1,2,1634984,,,
2016,2,1,0,1,1,1635050,,,
2017,2,1,0,1,2,1635050,,,
2015,0,1,1,1,1,1635077,,,
2016,0,1,1,1,2,1635077,,,
2017,0,2,2,1,3,1635077,,,
2015,1,1,3,1,1,1635172,,,
2016,1,1,3,1,2,1635172,,,
2016,0,5,0,1,1,1635191,,,
2017,1,5,1,1,2,1635191,,,
2015,0,2,0,1,1,1635284,,,
2016,0,2,0,0,,1635284,,,
2017,0,2,0,0,,1635284,,,
2016,0,3,1,1,1,1635328,,,
2017,0,3,1,0,,1635328,,,
2015,0,2,0,1,1,1635479,,,
2016,0,2,0,0,,1635479,,,
2017,0,2,0,0,,1635479,,,
2015,3,2,2,1,1,1635594,,,
2016,3,2,2,1,2,1635594,,,
2017,2,1,3,0,,1635594,,,
2015,1,1,1,1,1,1635668,,,
2016,1,1,1,0,,1635668,,,
2017,2,1,1,1,2,1635668,,,
2015,1,1,1,1,1,1635764,,,
2015,0,1,1,1,1,1635816,,,
2016,1,1,1,0,,1635816,,,
2017,1,1,1,1,2,1635816,,,
2015,1,2,2,1,1,1635839,,,
2016,1,2,2,0,,1635839,,,
2017,1,2,2,0,,1635839,,,
2017,2,2,0,1,1,1635908,,,
2017,0,1,3,1,1,1635926,,,
2017,0,1,2,1,1,1636091,,,
2015,0,1,0,1,1,1636152,,,
2016,0,1,0,1,2,1636152,,,
2017,0,0,0,0,,1636152,,,
2015,1,1,2,1,1,1636282,1595365,,
2016,1,1,2,0,,1636282,1595365,,
2015,0,3,1,1,1,1636313,,,
2016,0,3,1,0,,1636313,,,
2017,0,2,1,1,2,1636313,,,
2015,0,2,3,1,1,1636368,,,
2016,0,2,3,0,,1636368,,,
2017,0,2,3,0,,1636368,,,
2015,1,2,0,1,1,1636374,,,
2016,1,2,2,1,2,1636374,,,
2017,0,1,2,0,,1636374,,,
2017,2,4,0,1,1,1636425,,,
2015,0,2,1,1,1,1636461,,,
2016,0,2,1,1,2,1636461,,,
2017,0,2,1,1,3,1636461,,,
2016,0,1,0,1,1,1636518,,,
2017,1,1,0,0,,1636518,,,
2015,0,2,1,1,1,1636532,,,
2016,0,2,1,0,,1636532,,,
2017,0,2,1,0,,1636532,,,
2016,0,5,0,1,1,1636564,,,
2017,0,5,0,0,,1636564,,,
2015,0,2,0,1,1,1636619,,,
2016,0,2,0,0,,1636619,,,
2017,0,2,0,0,,1636619,,,
2017,0,1,1,1,1,1636648,,,
2015,1,2,1,1,1,1636651,,,
2016,2,2,0,0,,1636651,,,
2017,3,2,0,1,2,1636651,,,
2015,0,1,0,1,1,1636728,,,
2016,0,1,0,0,,1636728,,,
2017,0,1,1,1,2,1636728,,,
2015,1,2,0,1,1,1636769,,,
2016,1,2,0,1,2,1636769,,,
2017,1,2,0,0,,1636769,,,
2015,0,2,1,1,1,1636861,1686188,,
2016,0,2,1,0,,1636861,1686188,,
2017,0,2,0,1,1,1637023,,,
2013,1,2,2,1,1,1637028,,,
2014,1,2,2,1,2,1637028,,,
2015,1,2,0,0,,1637028,,,
2015,0,2,0,1,1,1637063,,,
2016,0,2,0,0,,1637063,,,
2017,0,2,0,1,2,1637063,,,
2015,2,1,0,1,1,1637074,,,
2016,2,1,0,0,,1637074,,,
2017,2,1,1,0,,1637074,,,
2015,0,1,0,1,1,1637176,,,
2016,0,1,0,0,,1637176,,,
2017,0,1,0,1,2,1637176,,,
2015,0,1,0,1,1,1637184,,,
2016,0,1,0,0,,1637184,,,
2015,0,2,2,1,1,1637188,,,
2016,0,2,2,0,,1637188,,,
2017,0,2,2,0,,1637188,,,
2017,2,2,0,1,1,1637235,,,
2015,0,1,1,1,1,1637457,,,
2016,0,1,1,0,,1637457,,,
2017,0,1,1,0,,1637457,,,
2015,0,1,0,1,1,1637485,,,
2016,0,1,2,0,,1637485,,,
2017,0,2,2,0,,1637485,,,
2015,0,1,0,1,1,1637506,,,
2016,0,1,0,0,,1637506,,,
2017,0,1,0,0,,1637506,,,
2016,0,2,0,1,1,1637553,,,
2017,3,2,0,0,,1637553,,,
2015,0,2,1,1,1,1637559,,,
2016,0,2,1,0,,1637559,,,
2017,0,2,1,0,,1637559,,,
2017,0,2,2,1,1,1637715,,,
2015,0,1,0,1,1,1637799,,,
2016,0,1,0,0,,1637799,,,
2017,0,1,0,1,2,1637799,,,
2015,0,3,0,1,1,1637806,,,
2016,0,2,0,1,2,1637806,,,
2017,1,2,0,0,,1637806,,,
2017,1,2,0,1,1,1637819,,,
2017,1,2,1,1,1,1637843,,,
2015,0,3,0,1,1,1637873,,,
2016,0,2,1,1,2,1637873,,,
2017,0,2,1,1,3,1637873,,,
2015,1,2,3,1,1,1637931,,,
2016,1,2,3,1,2,1637931,,,
2017,1,2,5,1,3,1637931,,,
2015,0,2,0,1,1,1637968,,,
2016,0,1,1,1,2,1637968,,,
2017,0,1,2,1,3,1637968,,,
2016,1,3,0,1,1,1638025,,,
2017,2,3,0,1,2,1638025,,,
2015,0,3,1,1,1,1638089,,,
2016,0,3,1,0,,1638089,,,
2017,0,3,1,0,,1638089,,,
2016,0,3,1,1,1,1638110,,,
2017,0,3,1,0,,1638110,,,
2015,0,1,0,1,1,1638114,,,
2016,0,1,0,0,,1638114,,,
2017,1,0,0,1,2,1638114,,,
2015,0,1,1,1,1,1638213,,,
2016,1,1,1,1,2,1638213,,,
2017,1,1,1,0,,1638213,,,
2017,0,2,0,1,1,1638252,,,
2015,4,3,0,1,1,1638287,,,
2016,4,3,1,0,,1638287,,,
2015,2,1,0,1,1,1638309,,,
2016,2,1,0,0,,1638309,,,
2017,2,1,0,0,,1638309,,,
2016,0,3,2,1,1,1638378,,,
2017,0,3,2,0,,1638378,,,
2015,0,1,0,1,1,1638416,,,
2016,0,1,0,0,,1638416,,,
2017,0,1,0,0,,1638416,,,
2015,0,1,0,1,1,1638487,,,
2016,0,1,0,0,,1638487,,,
2017,0,1,0,1,2,1638487,,,
2015,0,2,0,1,1,1638505,,,
2016,0,2,0,0,,1638505,,,
2017,0,2,0,1,2,1638505,,,
2017,0,2,1,1,1,1638537,,,
2015,0,1,1,1,1,1638674,,,
2016,0,1,1,1,2,1638674,,,
2017,0,1,1,1,3,1638674,,,
2017,0,2,0,1,1,1638724,,,
2015,0,2,1,1,1,1638808,,,
2016,0,2,1,0,,1638808,,,
